STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base year,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2022,,551667.5062,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2021,,492058.8701,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2020,,459513.8046,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2019,,453897.6412,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2018,,413264.4875,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2017,,386210.931,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2016,,359724.0665,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2015,,341671.8075,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2014,,330257.3401,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2013,,316734.0157,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2012,,305422.8953,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2011,,292880.322,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2010,,274945.9558,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2009,,265245.5589,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2008,,258986.0656,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2007,,236634.0138,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2006,,221246.6182,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2005,,200621.8288,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2004,,192886.0871,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2003,,185850.7113,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2002,,181990.2704,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2001,,173180.2715,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",V,Current prices,_Z,Not applicable,2000,,162823.2822,,E,Estimated value,,,,,,,,,6,Millions,,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2024,,1.500999223,,P,Provisional value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2023,,1.494173906,,P,Provisional value,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2022,,1.404555177,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2021,,1.396164511,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2020,,1.39636951,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2019,,1.242073526,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2018,,1.23288756,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2017,,1.201979113,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2016,,1.180800504,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2015,,1.211650685,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2014,,1.234012103,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2013,,1.268636731,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2012,,1.292671058,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2011,,1.327259972,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2010,,1.354363154,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2009,,1.358975918,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2008,,1.321554306,,B,Time series break,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2007,,1.238223938,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2006,,1.175671648,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2005,,1.098656319,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2004,,1.040133409,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2003,,1.02319795,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2002,,0.959465898,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2001,,0.888378048,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ESP,Spain,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),PT_B1GQ,Percentage of GDP,_Z,Not applicable,_Z,Not applicable,2000,,0.883147279,,,,,,,,,,,,0,Units,,,2,Two
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2017,,9.227711519,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2016,,9.169948646,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2015,,9.137116196,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2014,,8.993859234,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2013,,8.910876423,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2012,,8.626443222,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2011,,8.557003324,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2010,,8.779078408,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2009,,8.78513389,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2008,,8.503287682,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2007,,8.599781332,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2006,,8.716714782,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2005,,8.616019395,,B,Time series break,E,Estimated value,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2004,,8.024583704,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2003,,7.677756069,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2002,,7.091456766,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2001,,6.572886466,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,2000,,6.205747979,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1999,,6.168238999,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1998,,5.884331031,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1997,,5.49117276,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1996,,5.554713574,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1995,,5.643104013,,,,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1994,,5.248862834,,B,Time series break,E,Estimated value,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,GBR,United Kingdom,A,Annual,T_RS,Researchers,10P3EMP,Per 1 000 employment,_Z,Not applicable,_Z,Not applicable,1993,,5.171770052,,E,Estimated value,,,,,,,,,0,Units,,,1,One
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ISR,Israel,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",Q,Constant prices,_Z,Not applicable,2024,,30586.27143,,D,Definition differs,E,Estimated value,,,,,,,6,Millions,2020,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ISR,Israel,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",Q,Constant prices,_Z,Not applicable,2023,,31183.54364,,D,Definition differs,,,,,,,,,6,Millions,2020,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ISR,Israel,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",Q,Constant prices,_Z,Not applicable,2022,,29374.3388,,D,Definition differs,,,,,,,,,6,Millions,2020,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ISR,Israel,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",Q,Constant prices,_Z,Not applicable,2021,,26050.33793,,D,Definition differs,,,,,,,,,6,Millions,2020,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ISR,Israel,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",Q,Constant prices,_Z,Not applicable,2020,,23958.22501,,D,Definition differs,,,,,,,,,6,Millions,2020,,0,Zero
DATAFLOW,OECD.STI.STP:DSD_MSTI@DF_MSTI(1.3),Main Science and Technology Indicators (MSTI database),I,ISR,Israel,A,Annual,G,Gross Domestic Expenditure on R&D (GERD),USD_PPP,"US dollars, PPP converted",Q,Constant prices,_Z,Not applicable,2019,,22265.2827,,D,Definition differs,,,,,,,,,6,Millions,2020,,0,Zero
